id,user_id,silver,gold,platinum,titan,titan_ad
,8494129,0,1,0,0,0
,8516003,0,1,0,0,0
,8569883,0,0,1,0,0
,8574075,0,0,1,0,0
,8590223,0,0,1,0,0
,8596553,1,0,0,0,0
,8598559,0,0,0,1,0
,8620019,0,1,0,0,0
,8620393,1,0,0,0,0
,8674851,1,0,0,0,0
,8704927,0,0,1,0,0
,8708221,0,1,0,0,0
,8752687,0,1,0,0,0
,8766229,0,0,1,0,0
,8799345,1,0,0,0,0
,8802849,0,0,0,1,0
,8862215,0,0,1,0,0
,8889671,0,0,1,0,0
,8897279,0,1,0,0,0
,8923135,1,0,0,0,0
,8974937,1,0,0,0,0
,8976055,0,0,0,1,0
,9036683,0,1,0,0,0
,9079539,0,1,0,0,0
,9099361,0,1,0,0,0
,9218499,0,0,1,0,0
,9243741,1,0,0,0,0
,9257799,0,0,1,0,0
,9285911,0,0,1,0,0
,9435705,0,0,0,1,0
,9458381,0,1,0,0,0
,9467707,1,0,0,0,0
,9475545,0,1,0,0,0
,9494683,0,0,1,0,0
,9549251,1,0,0,0,0
,9636301,0,1,0,0,0
,9643285,0,0,1,0,0
,9648395,0,1,0,0,0
,9674359,0,0,1,0,0
,9679915,0,1,0,0,0
,9714205,0,0,0,1,0
,9761251,0,0,1,0,0
,9765532,0,1,0,0,0
,9773219,0,1,0,0,0
,9781069,0,1,0,0,0
,9790193,0,1,0,0,0
,9794651,0,0,1,0,0
,9853468,0,0,1,0,0
,9854240,0,1,0,0,0
,9857768,0,1,0,0,0
,9913130,0,1,0,0,0
,9924745,0,1,0,0,0
,9930692,1,0,0,0,0
,9938135,0,0,1,0,0
,9955223,0,1,0,0,0
,9965411,0,1,0,0,0
,9969134,0,1,0,0,0
,9975221,0,1,0,0,0
,9984208,0,1,0,0,0
,9988480,0,1,0,0,0
,10004617,0,1,0,0,0
,10004846,0,0,1,0,0
,10009227,1,0,0,0,0
,10012188,0,1,0,0,0
,10015434,0,1,0,0,0
,10036493,0,1,0,0,0
,10105002,0,1,0,0,0
,10122345,0,0,1,0,0
,10128436,0,1,0,0,0
,10224536,0,1,0,0,0
,10316092,0,1,0,0,0
,10400215,0,1,0,0,0
,10404253,1,0,0,0,0
,10410543,0,0,0,1,0
,10441285,0,0,1,0,0
,10502072,0,1,0,0,0
,10589734,0,1,0,0,0
,10599487,1,0,0,0,0
,10609329,0,0,0,1,0
,10648474,0,1,0,0,0
,10678672,0,1,0,0,0
,10698719,0,0,0,0,1
,10737648,0,1,0,0,0
,10760342,1,0,0,0,0
,10763459,0,1,0,0,0
,10772035,0,0,1,0,0
,10848163,0,0,1,0,0
,10871142,0,0,1,0,0
,10874562,0,1,0,0,0
,10889055,0,1,0,0,0
,10906208,0,0,1,0,0
,10926298,0,1,0,0,0
,10939132,0,1,0,0,0
,10988134,0,0,1,0,0
,10991139,0,1,0,0,0
,11041865,0,1,0,0,0
,11069301,0,1,0,0,0
,11095205,0,1,0,0,0
,11117208,0,0,0,1,0
,11127952,0,0,1,0,0
,11172127,1,0,0,0,0
,11180649,0,1,0,0,0
,11182769,0,0,1,0,0
,11193369,0,0,1,0,0
,11214327,0,1,0,0,0
,11267471,0,1,0,0,0
,11285438,0,1,0,0,0
,11319707,0,0,1,0,0
,11338310,0,1,0,0,0
,11361805,1,0,0,0,0
,11378440,0,1,0,0,0
,11395030,1,0,0,0,0
,11409175,0,0,1,0,0
,11421651,0,1,0,0,0
,11443295,0,1,0,0,0
,11444640,0,0,1,0,0
,11464349,0,0,1,0,0
,11473315,1,0,0,0,0
,11492717,0,0,1,0,0
,11544161,1,0,0,0,0
,11552569,0,0,1,0,0
,11557723,0,0,1,0,0
,11570274,0,1,0,0,0
,11574523,0,1,0,0,0
,11589462,0,0,1,0,0
,11596800,0,1,0,0,0
,11622912,0,0,1,0,0
,11636612,0,1,0,0,0
,11657055,0,1,0,0,0
,11667831,0,0,1,0,0
,11672993,0,0,1,0,0
,11719854,0,1,0,0,0
,11791444,0,0,1,0,0
,11835873,0,1,0,0,0
,11837447,0,0,0,1,0
,11839060,1,0,0,0,0
,11860963,0,0,1,0,0
,11862352,0,1,0,0,0
,11877854,0,0,0,0,0
,11878154,0,1,0,0,0
,11914728,0,0,1,0,0
,11915052,0,1,0,0,0
,11924029,1,0,0,0,0
,11977081,0,1,0,0,0
,11982200,0,1,0,0,0
,12026217,0,1,0,0,0
,12028941,1,0,0,0,0
,12041561,0,0,0,1,0
,12068525,0,1,0,0,0
,12086954,0,0,1,0,0
,12096848,0,1,0,0,0
,12100335,0,1,0,0,0
,12121440,0,1,0,0,0
,12123305,0,0,1,0,0
,12146156,0,0,1,0,0
,12153512,1,0,0,0,0
,12169649,0,0,0,1,0
,12185372,0,0,1,0,0
,12198063,1,0,0,0,0
,12288854,0,1,0,0,0
,12305628,0,1,0,0,0
,12310570,0,1,0,0,0
,12324115,1,0,0,0,0
,12491898,1,0,0,0,0
,12494494,0,1,0,0,0
,12526771,0,1,0,0,0
,12561774,0,1,0,0,0
,12598906,0,0,1,0,0
,12648201,0,1,0,0,0
,12658435,0,0,1,0,0
,12675478,0,1,0,0,0
,12745794,1,0,0,0,0
,12804053,0,1,0,0,0
,12952566,0,0,1,0,0
,12968059,1,0,0,0,0
,12977511,0,0,1,0,0
,12981613,1,0,0,0,0
,12992660,0,1,0,0,0
,13023947,0,0,1,0,0
,13027628,0,1,0,0,0
,13036269,0,1,0,0,0
,13145563,0,0,1,0,0
,13201758,0,1,0,0,0
,13265546,1,0,0,0,0
,13289571,1,0,0,0,0
,13312442,0,1,0,0,0
,13313749,0,1,0,0,0
,13358420,0,0,1,0,0
,13390665,0,0,0,1,0
,13393243,0,1,0,0,0
,13498166,1,0,0,0,0
,13521316,0,0,1,0,0
,13555947,1,0,0,0,0
,13623368,0,1,0,0,0
,13625756,0,0,1,0,0
,13649871,0,1,0,0,0
,13726926,1,0,0,0,0
,13730747,0,0,0,1,0
,13733914,1,0,0,0,0
,13778802,0,1,0,0,0
,13796348,0,1,0,0,0
,13835578,0,1,0,0,0
,13841371,1,0,0,0,0
,13851442,0,1,0,0,0
,13852416,1,0,0,0,0
,13854050,0,0,1,0,0
,13856123,1,0,0,0,0
,13890527,0,0,0,1,0
,13891068,0,0,0,1,0
,13910083,0,1,0,0,0
,13914926,0,0,1,0,0
,13943867,0,1,0,0,0
,14030891,0,1,0,0,0
,14041122,0,0,1,0,0
,14061333,0,1,0,0,0
,14081811,1,0,0,0,0
,14088729,0,1,0,0,0
,14136825,0,1,0,0,0
,14149733,0,0,0,1,0
,14155439,0,1,0,0,0
,14173731,0,1,0,0,0
,14179162,0,0,1,0,0
,14188088,0,1,0,0,0
,14203136,0,0,0,1,0
,14217104,0,1,0,0,0
,14256127,0,0,1,0,0
,14283552,0,1,0,0,0
,14310507,0,1,0,0,0
,14363866,0,0,1,0,0
,14380237,0,0,1,0,0
,14391976,1,0,0,0,0
,14446124,1,0,0,0,0
,14449359,0,1,0,0,0
,14457931,0,0,1,0,0
,14460500,0,1,0,0,0
,14465347,0,1,0,0,0
,14470688,0,0,1,0,0
,14506730,0,1,0,0,0
,14521879,1,0,0,0,0
,14533899,0,0,1,0,0
,14550838,0,1,0,0,0
,14564197,0,1,0,0,0
,14643587,0,1,0,0,0
,14647203,0,1,0,0,0
,14656240,0,1,0,0,0
,14657282,1,0,0,0,0
,14663279,0,0,0,1,0
,14694015,0,1,0,0,0
,14709200,0,0,1,0,0
,14749258,0,1,0,0,0
,14792128,0,1,0,0,0
,14812375,0,0,1,0,0
,14822058,0,1,0,0,0
,14845833,1,0,0,0,0
,14907851,0,0,1,0,0
,14920100,0,1,0,0,0
,14927231,0,1,0,0,0
,14943394,0,1,0,0,0
,14957727,0,1,0,0,0
,14961463,0,1,0,0,0
,14984946,0,1,0,0,0
,15025210,1,0,0,0,0
,15045937,0,1,0,0,0
,15047345,0,0,0,1,0
,15050787,0,1,0,0,0
,15070742,0,0,0,1,0
,15104730,0,1,0,0,0
,15132002,1,0,0,0,0
,15134182,0,0,1,0,0
,15143870,0,0,1,0,0
,15143885,0,0,1,0,0
,15181147,0,1,0,0,0
,15283253,1,0,0,0,0
,15292402,0,1,0,0,0
,15346263,0,1,0,0,0
,15356880,1,0,0,0,0
,15375565,0,0,1,0,0
,15402746,0,1,0,0,0
,15406691,0,1,0,0,0
,15410060,0,1,0,0,0
,15435875,0,1,0,0,0
,15448990,0,1,0,0,0
,15502567,0,1,0,0,0
,15531843,0,1,0,0,0
,15574227,0,0,1,0,0
,15629487,1,0,0,0,0
,15642506,0,1,0,0,0
,15685989,0,1,0,0,0
,15801660,0,1,0,0,0
,15807881,0,1,0,0,0
,15811872,0,0,1,0,0
,15818665,0,1,0,0,0
,15875098,1,0,0,0,0
,15897470,0,0,0,0,1
,15923864,0,1,0,0,0
,15942830,0,1,0,0,0
,15998713,0,1,0,0,0
,16014676,0,1,0,0,0
,16023904,0,1,0,0,0
,16076101,1,0,0,0,0
,16079538,0,0,1,0,0
,16114437,0,0,0,1,0
,16126846,0,0,0,0,0
,16141636,1,0,0,0,0
,16155100,0,0,1,0,0
,16159810,0,1,0,0,0
,16165514,0,0,1,0,0
,16180692,0,0,1,0,0
,16240268,0,1,0,0,0
,16316916,0,0,1,0,0
,16344419,0,1,0,0,0
,16395192,0,1,0,0,0
,16405005,0,0,1,0,0
,16415014,0,0,0,1,0
,16461029,0,0,1,0,0
,16464105,0,1,0,0,0
,16487891,0,0,1,0,0
,16490385,0,0,1,0,0
,16490569,0,0,0,1,0
,16520612,0,1,0,0,0
,16522035,0,0,1,0,0
,16537357,1,0,0,0,0
,16576713,0,1,0,0,0
,16577880,0,1,0,0,0
,16606600,0,1,0,0,0
,16608674,0,1,0,0,0
,16610832,0,0,1,0,0
,16657949,0,1,0,0,0
,16702447,0,1,0,0,0
,16703699,0,0,1,0,0
,16715104,0,0,1,0,0
,16734902,0,0,1,0,0
,16754571,0,0,1,0,0
,16787202,0,1,0,0,0
,16830803,1,0,0,0,0
,16861057,0,1,0,0,0
,16888728,0,0,0,1,0
,16923741,0,1,0,0,0
,16970718,1,0,0,0,0
,16984438,0,1,0,0,0
,17033989,0,1,0,0,0
,17066194,0,1,0,0,0
,17067506,0,1,0,0,0
,17079069,0,1,0,0,0
,17132626,0,1,0,0,0
,17146747,0,0,1,0,0
,17178894,0,0,1,0,0
,17188029,0,1,0,0,0
,17238754,0,1,0,0,0
,17242608,1,0,0,0,0
,17254996,1,0,0,0,0
,17371007,0,0,1,0,0
,17382835,1,0,0,0,0
,17406534,0,0,0,1,0
,17440423,0,1,0,0,0
,17505763,0,0,1,0,0
,17715036,1,0,0,0,0
,17853075,0,1,0,0,0
,17991714,1,0,0,0,0
,18055683,0,0,1,0,0
,18170863,0,0,1,0,0
,18226466,0,1,0,0,0
,18262445,0,1,0,0,0
,18299542,0,1,0,0,0
,18363834,0,1,0,0,0
,18416643,1,0,0,0,0
,18443274,0,1,0,0,0
,18457999,0,0,1,0,0
,18460851,0,1,0,0,0
,18480183,0,1,0,0,0
,18507581,0,0,1,0,0
,18527067,0,1,0,0,0
,18532312,1,0,0,0,0
,18555943,0,1,0,0,0
,18565420,0,1,0,0,0
,18577369,0,0,1,0,0
,18655763,0,0,1,0,0
,18687300,1,0,0,0,0
,18698986,1,0,0,0,0
,18739101,0,1,0,0,0
,18740377,0,0,0,1,0
,18761943,0,1,0,0,0
,18769411,0,1,0,0,0
,18777458,0,1,0,0,0
,18792613,0,0,1,0,0
,18817798,1,0,0,0,0
,18826379,0,1,0,0,0
,18845083,0,0,1,0,0
,18850108,1,0,0,0,0
,18867398,0,1,0,0,0
,18941947,0,0,1,0,0
,18954753,1,0,0,0,0
,18967575,0,0,0,1,0
,18973427,0,1,0,0,0
,18975842,0,1,0,0,0
,18985947,0,1,0,0,0
,18988429,0,1,0,0,0
,18991621,0,1,0,0,0
,19007652,0,0,1,0,0
,19015917,1,0,0,0,0
,19050931,0,1,0,0,0
,19118743,0,1,0,0,0
,19123601,0,1,0,0,0
,19134820,1,0,0,0,0
,19136869,0,0,1,0,0
,19143347,1,0,0,0,0
,19157242,0,1,0,0,0
,19170600,0,0,1,0,0
,19177353,1,0,0,0,0
,19193341,0,1,0,0,0
,19200863,0,0,1,0,0
,19222147,0,1,0,0,0
,19226133,1,0,0,0,0
,19240137,0,1,0,0,0
,19245122,0,0,1,0,0
,19249558,0,0,1,0,0
,19250758,0,1,0,0,0
,19281637,0,1,0,0,0
,19316073,1,0,0,0,0
,19317815,0,1,0,0,0
,19326977,0,1,0,0,0
,19344877,1,0,0,0,0
,19423611,1,0,0,0,0
,19439875,0,1,0,0,0
,19440769,0,1,0,0,0
,19478033,0,1,0,0,0
,19495310,0,1,0,0,0
,19495323,0,1,0,0,0
,19517374,0,1,0,0,0
,19552307,0,1,0,0,0
,19558753,0,1,0,0,0
,19574921,0,1,0,0,0
,19589195,0,1,0,0,0
,19596642,0,1,0,0,0
,19618127,0,1,0,0,0
,19639672,0,1,0,0,0
,19718342,1,0,0,0,0
,19754111,0,1,0,0,0
,19757432,0,1,0,0,0
,19780675,0,0,1,0,0
,19807427,0,1,0,0,0
,19821496,0,1,0,0,0
,19842822,0,1,0,0,0
,19851920,0,0,1,0,0
,19854960,0,1,0,0,0
,19871203,0,1,0,0,0
,19885786,0,0,1,0,0
,19895603,0,1,0,0,0
,19910603,0,1,0,0,0
,19949236,0,1,0,0,0
,20009052,0,1,0,0,0
,20025342,0,1,0,0,0
,20118449,0,0,1,0,0
,20124684,0,0,0,1,0
,20133755,0,1,0,0,0
,20150983,0,0,0,1,0
,20177859,0,1,0,0,0
,20216773,1,0,0,0,0
,20222118,0,0,0,1,0
,20294986,0,1,0,0,0
,20318865,0,0,1,0,0
,20392883,0,1,0,0,0
,20393908,0,1,0,0,0
,20450779,1,0,0,0,0
,20499282,0,0,1,0,0
,20529816,0,0,1,0,0
,20576495,0,1,0,0,0
,20657435,0,1,0,0,0
,20669346,0,1,0,0,0
,20681322,0,0,1,0,0
,20706959,0,0,0,1,0
,20735122,1,0,0,0,0
,20760683,0,1,0,0,0
,20786759,0,1,0,0,0
,20813491,0,1,0,0,0
,20815243,0,1,0,0,0
,20831547,0,1,0,0,0
,20879978,0,0,1,0,0
,20881684,0,1,0,0,0
,20928067,0,1,0,0,0
,20948003,0,1,0,0,0
,20949407,0,0,0,1,0
,20968833,0,1,0,0,0
,20969760,1,0,0,0,0
,20973130,0,1,0,0,0
,20994359,1,0,0,0,0
,21025414,0,0,1,0,0
,21069036,0,0,1,0,0
,21073284,0,0,1,0,0
,21073362,0,0,1,0,0
,21092036,0,1,0,0,0
,21102911,0,1,0,0,0
,21138048,1,0,0,0,0
,21158322,0,0,0,1,0
,21186790,0,1,0,0,0
,21195517,0,1,0,0,0
,21198718,0,1,0,0,0
,21211978,1,0,0,0,0
,21218459,0,0,1,0,0
,21219722,0,1,0,0,0
,21264833,0,0,1,0,0
,21272234,1,0,0,0,0
,21305159,0,0,1,0,0
,21309286,0,1,0,0,0
,21312531,1,0,0,0,0
,21345494,0,1,0,0,0
,21375794,0,1,0,0,0
,21382629,0,1,0,0,0
,21427754,0,1,0,0,0
,21440591,0,1,0,0,0
,21443672,0,0,1,0,0
,21493405,1,0,0,0,0
,21494488,1,0,0,0,0
,21519005,0,1,0,0,0
,21520925,0,1,0,0,0
,21525205,0,1,0,0,0
,21538058,0,1,0,0,0
,21575939,0,1,0,0,0
,21583933,0,1,0,0,0
,21591194,1,0,0,0,0
,21609981,0,0,1,0,0
,21622184,0,0,1,0,0
,21625962,0,1,0,0,0
,21627826,0,1,0,0,0
,21657923,0,0,1,0,0
,21684540,0,0,0,1,0
,21710306,0,1,0,0,0
,21744472,1,0,0,0,0
,21782220,0,1,0,0,0
,21834519,0,0,1,0,0
,21850905,0,0,1,0,0
,21890288,0,1,0,0,0
,21910801,0,1,0,0,0
,21925795,0,1,0,0,0
,21926621,0,0,1,0,0
,21943267,1,0,0,0,0
,21985746,0,0,1,0,0
,21993297,0,0,1,0,0
,21999553,0,1,0,0,0
,22018620,0,1,0,0,0
,22041185,0,0,1,0,0
,22068784,0,0,1,0,0
,22097514,0,0,1,0,0
,22115620,1,0,0,0,0
,22133381,1,0,0,0,0
,22143128,0,1,0,0,0
,22153114,0,1,0,0,0
,22173028,0,0,1,0,0
,22175413,0,1,0,0,0
,22182030,0,0,1,0,0
,22237269,0,1,0,0,0
,22284469,0,0,0,0,1
,22326132,0,1,0,0,0
,22338816,0,1,0,0,0
,22346618,0,1,0,0,0
,22402866,0,1,0,0,0
,22404558,0,0,1,0,0
,22412018,0,1,0,0,0
,22418852,0,1,0,0,0
,22423497,0,0,0,1,0
,22432191,0,1,0,0,0
,22463420,0,1,0,0,0
,22471933,0,1,0,0,0
,22504203,0,1,0,0,0
,22508080,1,0,0,0,0
,22516006,1,0,0,0,0
,22519456,1,0,0,0,0
,22550875,0,1,0,0,0
,22579395,0,1,0,0,0
,22579668,0,1,0,0,0
,22583462,0,1,0,0,0
,22596869,0,0,1,0,0
,22646635,0,0,0,1,0
,22666872,1,0,0,0,0
,22705660,0,0,1,0,0
,22716848,1,0,0,0,0
,22719480,0,1,0,0,0
,22764323,0,0,0,1,0
,22775936,0,1,0,0,0
,22798777,1,0,0,0,0
,22809536,0,0,1,0,0
,22872522,0,1,0,0,0
,22888357,0,0,1,0,0
,22924681,0,1,0,0,0
,22934668,0,0,1,0,0
,22939805,0,1,0,0,0
,22959948,0,1,0,0,0
,22994196,0,1,0,0,0
,23020156,0,1,0,0,0
,23027676,0,1,0,0,0
,23048853,0,1,0,0,0
,23079521,0,0,1,0,0
,23113456,0,1,0,0,0
,23148429,1,0,0,0,0
,23160857,0,0,0,1,0
,23166742,0,1,0,0,0
,23180981,0,1,0,0,0
,23185482,0,1,0,0,0
,23232175,0,1,0,0,0
,23235506,0,1,0,0,0
,23258667,0,1,0,0,0
,23260200,0,1,0,0,0
,23298818,0,0,1,0,0
,23326367,0,0,1,0,0
,23339453,0,0,1,0,0
,23339666,0,0,1,0,0
,23345904,1,0,0,0,0
,23407243,0,1,0,0,0
,23423260,0,0,1,0,0
,23442588,0,1,0,0,0
,23470177,1,0,0,0,0
,23474201,1,0,0,0,0
,23494444,0,1,0,0,0
,23516070,0,0,1,0,0
,23567003,0,0,1,0,0
,23569017,0,1,0,0,0
,23571800,0,0,1,0,0
,23576093,0,0,1,0,0
,23576891,1,0,0,0,0
,23588009,0,1,0,0,0
,23615835,0,1,0,0,0
,23629164,0,1,0,0,0
,23633056,0,0,1,0,0
,23685944,0,1,0,0,0
,23713306,0,1,0,0,0
,23772004,0,0,1,0,0
,23798036,0,1,0,0,0
,23799666,1,0,0,0,0
,23814851,1,0,0,0,0
,23835308,0,0,1,0,0
,23847045,0,1,0,0,0
,23852764,0,0,1,0,0
,23855614,0,1,0,0,0
,23865337,0,0,1,0,0
,23899889,0,1,0,0,0
,23918041,0,1,0,0,0
,23927661,0,0,0,1,0
,23963341,0,0,1,0,0
